PUZZLE,CATEGORY,,
MOUNTAIN CLIMBERS,People,,
DICTATOR,Person,,
THE KEY TO THE EXECUTIVE WASHROOM,Thing,,
THE GREAT CHEFS OF EUROPE,People,,
MEN WOMEN AND CHILDREN,People,,
NOTHING DOING,Phrase,,
MAILBOX,Thing,,
SNAP OUT OF IT,Phrase,,
MARY MARTIN AND LARRY HAGMAN,Family,,
TAX EVASION CHARGES,Things,,
HOCKEY PLAYER,Person,,
GRACELAND,Place,,
ACCUSATION,Thing,,
HOLD ON TO YOUR HAT,Phrase,,
PRELIMINARY INVESTIGATION,Event,,
JOESEPH ROSE JOHN ROBERT AND TED KENNEDY,Family,,
WHEN YOU WISH UPON A STAR,Title,,
PIPING HOT,Phrase,,
MICKEY MOUSE CLUB,Title,,
PLAYED A PRANK ON,Phrase,,
A FIGURE EIGHT IN ICE SKATING,Thing,,
GUNSMOKE,Title,,
THE LITTLE MERMAID,Title,,
PATRIOTIC AMERICAN BEAUTY ROSE,Before & After,,
BUCHAREST ROMANIA,Place,,
OSCAR AWARD,Thing,,
POLAR BEAR CLUB,People,,
RESTING ON YOUR LAURELS,Phrase,,
FORD MOTOR COMPANY,Thing,,
FLUNKED THE LIE DETECTOR TEST,Phrase,,
BRANCH OUT,Phrase,,
KEEP YOUR MOUTH SHUT THE DOOR AFTER YOU,Before & After,,
CALIFORNIA CHARDONNAY,Thing,,
EXPECTING COMPANY,Phrase,,
HOT DOG,Thing,,
WESTERN UNION TELEGRAM,Thing,,
MAY I HAVE THE ENVELOPE PLEASE,Phrase,,
FEVERISH ACTIVITY,Thing,,
TROPICAL STORM,Event,,
AT ITS PEAK,Phrase,,
IN A STATE OF ECSTASY,Phrase,,
GALVANIZED TUB,Thing,,
AT YOUR EARLIEST CONVENIENCE,Phrase,,
FLIPPANT REMARK,Thing,,
EXIT DOOR,Thing,,
FLICKERING CANDLELIGHT,Thing,,
A PARAGON OF VIRTUE,Phrase,,
ALEX TREBEK,Person,,
TOGGLE SWITCH,Thing,,
BEWITCHED,Title,,
UNIVERSAL STUDIOS TOUR,Thing,,
NONE THE WORSE FOR WEAR,Phrase,,
SPINAL CORD,Thing,,
FLOWER ARRANGEMENT,Thing,,
COAT POCKET,Thing,,
ASTROLOGICAL SIGN,Thing,,
SHIRLEY MACLAINE AND WARREN BEATTY,Family,,
WIPE THE SLATE CLEAN,Phrase,,
PARTY DECORATIONS,Things,,
HIGHER AND HIGHER,Phrase,,
MAGNOLIA BLOSSOMS,Things,,
IT SUDDENLY DAWNED ON ME,Phrase,,
APARTMENT COMPLEX CARBOHYDRATES,Before & After,,
WASH YOUR MOUTH OUT WITH SOAP,Phrase,,
COSTUME DESIGNER,Occupation,,
NICKNAME,Thing,,
WORKING OVERTIME,Phrase,,
A NIGHT UNDER THE STARS,Phrase,,
COLLOQUIAL EXPRESSION,Thing,,
HOT FRENCH BREAD,Thing,,
DIAMOND RING,Thing,,
PINPOINT THE PROBLEM,Phrase,,
I LOVE PARIS IN THE SPRINGTIME,Quotation,,
GRIND TO A HALT,Phrase,,
MICHIGAN,Place,,
MARVIN HAMLISCH,Person,,
HIEROGLYPHICS,Thing,,
PLEASINGLY PLUMP,Phrase,,
RUTGERS UNIVERSITY IN NEW JERSEY,Place,,
PHONOGRAPH,Thing,,
LITTLE BOY BLUE RIDGE MOUNTAINS OF VIRGINIA,Before & After,,
AS WELL AS CAN BE EXPECTED,Phrase,,
PRIMA BALLERINA,Person,,
MENTALLY STIMULATING,Phrase,,
HOLY SMOKE,Phrase,,
SNORNING IN YOUR SLEEP,Phrase,,
MALCOLM FORBES,Person,,
PAT AND LESLY SAJAK,Husband & Wife,,
LITHUANIA,Place,,
CUT AND DRIED,Phrase,,
FAMOUS LAST WORDS OF WISDOM,Before & After,,
SHEETS AND PILLOWCASES,Things,,
PRIZEWINNING BULL,Thing,,
RUNNING GAG,Thing,,
DRAG RACE,Event,,
PRIM AND PROPER,Phrase,,
DURING DAYLIGHT HOURS,Phrase,,
HIGH SCHOOL SENIOR CITIZEN,Before & After,,
CRAB CAKES,Things,,
BOXING MATCH,Event,,
READ MY LIPS,Phrase,,
SPORTS ILLUSTRATED SWIMSUIT EDITION,Thing,,
AMERICAN HOSTAGES IN LEBANON,People,,
MODERN MEDICINE,Thing,,
STANLEY CUP OF SOUP,Before & After,,
POUNDING THE PAVEMENT,Phrase,,
MISCHIEVEOUS GRIN,Thing,,
BIBLE STUDY CLASS,People,,
GOING CRAZY,Phrase,,
DICK AND JERRY VAN DYKE,Family,,
DIAMOND PINKIE RING,Thing,,
APPLIANCE STORE,Place,,
MOVIE CRITICS SISKEL AND EBERT,People,,
HAVING ONE LAST FLING,Event,,
THE MOMENT OF TRUTH IS STRANGER THAN FICTION,Before & After,,
UNDER HOUSE ARREST,Event,,
BLOW UP,Phrase,,
CHAIN OF EVENTS,Phrase,,
GARRY AND PENNY MARSHALL,Family,,
JAPANESE AUTOMAKERS,People,,
ACT OF GOD,Event,,
TURBOCHARGER,Thing,,
AIRLINE PILOTS ASSOCIATION,People,,
A STREETCAR NAMED DESIRE UNDER THE ELMS,Before & After,,
ADULT SUPERVISION,Thing,,
MARKETING CONSULTANT,Occupation,,
ESKIMO PIE,Event,,
WAR CORRESPONDENT,Occupation,,
A MISS IS AS GOOD AS A MILE,Phrase,,
BACHELOR BUTTON YOUR LIP,Before & After,,
ICHABOD CRANE AND THE HEADLESS HORSEMAN,Fictional Characters,,
FRESH BLANKET OF SNOW,Thing,,
INNERMOST THOUGHTS,Things,,
BROCCOLI,Thing,,
NOWHERE IN SIGHT,Phrase,,
IN THE DARK,Phrase,,
LONDON FOG,Thing,,
GENERAL COLIN POWELL,Person,,
FOOD LABELING REGULATIONS,Things,,
AS OLD AS METHUSELAH,Phrase,,
KALEIDOSCOPE,Thing,,
RARING TO GO,Phrase,,
HANDS OFF,Phrase,,
HAVE IT ON GOOD AUTHORITY,Phrase,,
BACHELOR OF ARTS DEGREE OF DIFFICULTY,Before & After,,
CANDLELIGHT VIGIL,Event,,
PEEKABOO I SEE YOU,Phrase,,
THE BASES ARE LOADED,Phrase,,
PASTRAMI ON RYE WITH MUSTARD,Things,,
NATIONAL TELEPHONE SURVEY,Event,,
PICNIC BASKET,Thing,,
NEWS ANCHOR,Occupation,,
BREAKING THE SPEED LIMIT,Event,,
I WANT TO HOLD YOUR HAND,Title,,
COVER GIRL,Person,,
SINGING LESSONS,Things,,
PUSSYCAT,Thing,,
NEWSPAPER PUBLISHER,Occupation,,
SELFISHLY MOTIVATED,Phrase,,
ONCE UPON A TIME IS OF THE ESSENCE,Before & After,,
SALAD BOWL,Thing,,
GHOSTS AND GOBLINS,Things,,
NOT ENOUGH HOURS IN THE DAY,Phrase,,
TREASURE ISLAND BY ROBERT LOUIS STEVENSON,Title/Author,,
GAMES PEOPLE PLAY IT AGAIN SAM,Before & After,,
BACON,Thing,,
PORK BARREL POLITICS,Thing,,
THE GRATEFUL DEAD MEN TELL NO TALES,Before & After,,
CREAM OF CHICKEN SOUP,Thing,,
JUMPSUIT,Thing,,
TY COBB SALAD,Before & After,,
PUNCTURED INNER TUBE,Thing,,
REQUIRES SPECIAL HANDLING,Phrase,,
SIDEKICK,Person,,
SCOTTISH PLAID,Thing,,
BLOWN OUT OF PROPORTION,Phrase,,
PASS THE BUCK,Phrase,,
BOARD OF GOVERNORS,People,,
FISH BOWL,Thing,,
THE BILL OF RIGHTS,Thing,,
A HOUSE IS NOT A HOME ON THE RANGE,Before & After,,
RUNNING NECK AND NECK,Phrase,,
MULTIPLE VITAMIN,Thing,,
POISON IVY,Thing,,
SPEAK FOR YOURSELF,Phrase,,
JAZZ GREAT DIZZY GILLESPIE,Person,,
PLASTER OF PARIS FRANCE,Before & After,,
BEEF STEW,Thing,,
CLOUDBURST,Event,,
JOHN F KENNEDY SPACE CENTER,Place,,
RECOMMENDED DAILY ALLOWANCE,Thing,,
DEJA VU,Foreign Words,,
GONE BUT NOT FORGOTTEN,Phrase,,
CHARLESTON SOUTH CAROLINA,Place,,
RIN TIN TIN CAN,Before & After,,
MILKMAN,Occupation,,
NATURALIZED AMERICAN CITIZEN,Person,,
HOT BUTTERED POPCORN,Thing,,
BUENO,Foreign Word,,
WASH YOUR MOUTH OUT WITH SOAP OPERA,Before & After,,
EXTENDED WEATHER FORECAST,Thing,,
PANCAKES,Things,,
SLEEPING IN THE BUFF,Phrase,,
DRAMA ON THE HIGH SEAS,Phrase,,
MEMORIES,Things,,
CONGRESSIONAL CHECK BOUNCERS,People,,
STATUS QUO VADIS,Before & After,,
A CUT ABOVE THE REST,Phrase,,
WAFFLE,Thing,,
GIMME FIVE MAN,Slang,,
PATRIOT GAMES BY TOM CLANCY,Title/Author,,
IMPECCABLE TASTE,Phrase,,
VIOLIN VIRTUOSO,Person,,
FROG,Thing,,
SLIPPED ON A BANANA PEEL,Event,,
I HATE TO SEE A GROWN MAN CRY,Phrase,,
BRAINS AND BRAWN,Phrase,,
GLAMOUR PUSS IN BOOTS,Before & After,,
SNEEZING FITS,Things,,
CHILL OUT,Slang,,
LET THE GOOD TIMES ROLL,Title,,
STEVIE WONDER WOMAN,Before & After,,
MAZEL TOV,Foreign Phrase,,
THANKS I NEEDED THAT,Phrase,,
VINCENT VAN GOGH,Person,,
FIRE EXTINGUISHER,Thing,,
HORNS OF A DILEMMA,Phrase,,
TEXAS BILLIONAIRE ROSS PEROT,Person,,
FLICK,Slang,,
MICHELLE PFEIFFER AS CATWOMAN,Star & Role,,
GUILT COMPLEX,Thing,,
TRY NOT TO THINK ABOUT IT,Phrase,,
SIGHT GAG,Thing,,
COMFORTABLE SHOES,Things,,
BUNNY RABBIT,Thing,,
OLYMPIC DISCUS THROWER,Person,,
ARKANSAS GOVERNOR BILL CLINTON,Person,,
WAIT TILL I GET MY HANDS ON YOU,Phrase,,
HIGHWAY PATROL CAR,Thing,,
COPYRIGHT,Thing,,
UNDERWATER PHOTOGRAPHY,Thing,,
CORK,Thing,,
AGED TO PERFECTION,Phrase,,
BOW TIE,Thing,,
CHEVY CHASE MANATTAN BANK,Before & After,,
FIGURE EIGHT,Thing,,
BULLY FOR YOU,Slang,,
CAPTAIN KIRK OF THE STARSHIP ENTERPRISE,Fictional Character,,
WHISPERED SWEET NOTHINGS IN MY EAR,Phrase,,
PILLOW FIGHT,Event,,
DOCTOR OF VETERINARY MEDICINE,Occupation,,
LONELY HEARTS CLUB SANDWICH,Before & After,,
WAX,Thing,,
BAKE A BATCH OF BUTTERSCOTCH COOKIES,Phrase,,
THIRST FOR KNOWLEDGE,Phrase,,
BEDTIME SNACK,Thing,,
ZOO,Place,,
HOT DIGGITY DOG,Slang,,
GOLF COURSE OF ACTION,Before & After,,
STEW IN YOUR OWN JUICE,Phrase,,
CINEMA,Place,,
ORDER IN THE COURT REPORTER,Before & After,,
FLOWER CHILDREN FLOCK TO SAN FRANCISCO,The Sixties,,
BOOTS,Things,,
ROGER OVER AND OUT,Phrase,,
COME ON BABY LIGHT MY FIRE HYDRANT,Before & After,,
DEPUTY SHERIFF,Occupation,,
MARILYN MONROE MARRIES JOE DIMAGGIO,The Fifties,,
FACTORY,Place,,
AN OVERWHELMING RESPONSE,Thing,,
NEIGHBORHOOD,Place,,
 GETTING A HANDLE ON THE SITUATION, Phrase,,
 CARNIVAL, Event,,
UNDERSTANDING THE BIG PICTURE,Phrase,,
FOG HORN,Thing,,
 HAVE YOU LOST YOUR MARBLES, Slang,,
 HE STUCK A FEATHER IN HIS CAP, Quotation,,
 POLITICIAN, Occupation,,
IN HOG HEAVEN,Slang,,
LET ME TELL YOU ABOUT MY GRANDKIDS,Phrase,,
TOURNAMENT OF ROSES,Event,,
HALIBUT,Thing,,
CHICKEN LITTLE ROCK ARKANSAS,Before & After,,
UNIVERSITY PRESIDENT,Occupation,,
PUT YOUR FOOT DOWN,Phrase,,
ENVIRONMENTAL PROTECTION AGENCY,Thing,,
VEGETABLE BEEF SOUP,Thing,,
LET ME GUESS,Phrase,,
BABY POWDER,Thing,,
THE PAST MAY COME BACK TO HAUNT YOU,Phrase,,
ELIGIBLE BACHELOR,Person,,
BOBSLED,Thing,,
YOU ARE THE WIND BENEATH MY WINGS,Quotation,,
RUNNING A TIGHT SHIP,Phrase,,
AUCTION,Event,,
HERE TODAY GONE TOMORROW,Phrase,,
SUSPENDERS,Things,,
CAVALCADE OF STARS,People,,
MONEY TO BURN,Slang,,
SHIP,Thing,,
BABY POWDER YOUR NOSE,Before & After,,
LOOKING FORWARD TO THE FUTURE,Phrase,,
BUTTINSKY,Slang,,
GEM,Thing,,
PLEASE HOLD YOUR APPLAUSE TILL THE FINISH,Phrase,,
THE FIRST OF THE MONTH,Phrase,,
SWIMMING AGAINST THE TIDE,Phrase,,
FEBRUARY,Thing,,
NATURAL PHENOMENON,Thing,,
SAVED BY THE BELL BOOK AND CANDLE,Before & After,,
ZONKED OUT,Slang,,
EYEBROWS,Things,,
LIGHTLY SALTED PEANUTS,Things,,
TWIG,Thing,,
FIRST WALT DISNEY CARTOON,The Twenties,,
THE WHITE HOUSE ROSE GARDEN,Place,,
NAME THAT TUNE THE PIANO,Before & After,,
KIRSTIE ALLEY CAT,Before & After,,
GRANDFATHER,Person,,
JOE NAMATH WINS THE SUPER BOWL,The Sixties,,
MADONNA,Person,,
MONARCH BUTTERFLY,Thing,,
TACOS,Things,,
MIDNIGHT TRAIN TO GEORGIA,Title,,
PREHISTORIC ANIMALS,Things,,
BASKETBALL REFEREE,Occupation,,
WHAT A BUMMER,Slang,,
NICE AND WARM,Phrase,,
EPISCOPALIAN MINISTER,Occupation,,
KENNEDY CENTER IN WASHINGTON D C,Landmark,,
RUSH HOUR TRAFFIC,Thing,,
FABLE,Thing,,
PROSPECTIVE BUYER,Person,,
TRUER WORDS WERE NEVER SPOKEN,Phrase,,
BANK,Place,,
JULIA ROBERTS MARRIES LYLE LOVETT,Event,,
O K CORRAL SILVER RUSH WYATT EARP,Where Are We?,,
DARRYL STRAWBERRY ICE CREAM SUNDAE,Before & After,,
UNITED STATES FLAG,Thing,,
BITE THE BULLET,Phrase,,
NOTHING TO LOSE AND EVERYTHING TO GAIN,Phrase,,
SENATE FINANCE COMMITTEE,People,,
RUBBING ELBOWS,Phrase,,
GOURMET,Person,,
HIPPOPOTAMUS,Thing,,
PAPER OR PLASTIC,Phrase,,
PRINCE VALIANT,Fictional Character,,
BRIDAL GOWN,Thing,,
KINGSTON MONTEGO BAY OCHO RIOS,Where Are We?,,
A FRIEND OF THE FAMILY TREE,Before & After,,
RADIO STATION TRANSMITTER,Thing,,
PROBLEM,Thing,,
TONY BENNETT,Person,,
SUPERMODEL CINDY CRAWFORD,Person,,
INVASION OF PRIVACY,Phrase,,
THANK YOU,Phrase,,
 MICROSCOPIC ANALYSIS, Phrase,,
 BASH, Thing,,
THE SIMPSONS,Fictional Characters,,
HOT SHOT,Person,,
PRETZELS CREAM CHEESE LIBERTY BELL,Where Are We?,,
STREAM OF CONSCIOUSNESS,Phrase,,
DRESSED TO THE NINES,Phrase,,
THE ANNIVERSARY WALTZ,Title,,
SPAIN,Place,,
LIGHT AS A FEATHER,Phrase,,
OFF THE BEATEN PATH,Phrase,,
SLOW MOTION,Phrase,,
IS MY FACE RED,Phrase,,
NOBEL PRIZE FOR MEDICINE CHEST,Before & After,,
ACTIONS SPEAK LOUDER THAN WORDS,Phrase,,
MAY I HELP YOU,Phrase,,
CABARET,Title,,
HORSE SENSE OF SMELL,Before & After,,
LIFE BEGINS AT FORTY,Title,,
THE CENTER OF ATTENTION,Phrase,,
HOMEWORK,Thing,,
RUSH LIMBAUGH,Person,,
FAMILIARITY BREEDS CONTEMPT,Phrase,,
FORT WAYNE INDIANA JONES,Before & After,,
PUNCTUATION MARK,Thing,,
PROFIT,Thing,,
JOG MY MEMORY,Phrase,,
ACTOR WESLEY SNIPES,Person,,
CHANGING OF THE GUARD OF BUCKINGHAM PALACE,Event,,
WINGS,Title,,
VAGUELY FAMILIAR,Phrase,,
NUTTY AS A FRUITCAKE,Phrase,,
CLOSE FRIENDS,People,,
HONEYMOON,Title,,
 ULTERIOR MOTIVE, Thing,,
 VIRTUAL REALITY, Thing,,
 TAKE A WILD GUESS, Phrase,,
 MATLOCK, Fictional Character,,
NFL COACH DON SHULA,Person,,
DIGITAL CLOCK RADIO,Thing,,
AUTOMOBILE MECHANIC,Occupation,,
WORLD TRADE CENTER,Landmark,,
ADULTS,People,,
NAPPING IN THE HAMMOCK,Event,,
LAVA,Thing,,
 THE REMAINS OF THE DAY, Title,,
 ZOOLOGIST JANE GOODALL, Person,,
 LET ME GO ON RECORD AS SAYING, Phrase,,
 GRUNGE ROCKERS PEARL JAM,People ,,
 PACING BACK AND FORTH, Event,,
 WORLD CUP, Thing,,
SLUG IT OUT,Slang,,
COCKTAIL NAPKIN,Thing,,
TACOMA WASHINGTON,Place,,
HUGS THE ROAD,Phrase,,
AVOCADO,Thing,,
TONY ORLANDO FLORIDA,Before & After,,
HIT THE ROAD BUSTER,Slang,,
SMOKE,Thing,,
FULL SPEED AHEAD,Phrase,,
STARING ME RIGHT IN THE FACE,Phrase,,
TEENYBOPPERS,People,,
AN INKLING OF TRUTH,Phrase,,
GOLD,Thing,,
 WHAT GOES AROUND COMES AROUND, Phrase,,
 PLAYING CAT AND MOUSE, Phrase,,
 RUBBER BAND LEADER, Before & After,,
 NEWS RELEASE, Thing,,
 GIRAFFE, Thing,,
 ACROSS A CROWDED ROOM FOR IMPROVEMENT, Before & After,,
 WHISTLING TEAKETTLE, Thing,,
 THE NEXT GENERATION, Phrase,,
 FREE TIME, Thing,,
 DICE, Things,,
 FISH TANK TOP, Before & After,,
 OPERA STAR LUCIANO PAVAROTTI, Person,,
 GOAT, Thing,,
 U S FIGURE SKATING ASSOCIATION, People,,
 SEEING DOUBLE OR NOTHING, Before & After,,
 SKIS, Things,,
 RARE MEDIUM OR WELL DONE, Phrase,,
 YOU BURST HIS BUBBLE BATH, Before & After,,
 FROWN, Thing,,
 CHOCOLATE MILK SHAKE, Thing,,
 TO ERR IS HUMAN TO FORGIVE DIVINE, Quotation,,
 OZONE LAYER CAKE, Before & After,,
 KEYHOLE, Thing,,
 CLEAN UP YOUR ACT, Phrase,,
 RARE AIR BY MICHAEL JORDAN, Title/Author,,
 VINEYARD, Place,,
 I MUST BE HEARING THINGS, Phrase,,
 COWBOYS SOUTHFORK OIL CENTER, Where Are We?,,
 RALPH WALDO EMERSON, Person,,
 WORM, Thing,,
 BURST OF ENTHUSIASM, Phrase,,
 NEIL DIAMOND CONCERT, Event,,
 CAUGHT WITH HIS PANTS DOWN, Phrase,,
 NIFTY, Slang,,
OLYMPIC SKATER NANCY KERRIGAN,Person,,
ROBUST FLAVOR,Thing,,
A KID AT HEART,Phrase,,
THE PIANO,Title,,
FIRE AND BRIMSTONE SERMON,Thing ,,
ONCE MORE WITH FEELING,Phrase,,
BOUNCE BACK,Phrase,,
VALLEY FORGE,Place,,
BAR OF SOAP OPERA,Before & After,,
VANISHED INTO THIN AIR,Phrase,,
RARE ROAST BEEF,Thing,,
TONIGHT,Thing ,,
A LITTLE KNOWLEDGE IS A DANGEROUS THING,Phrase,,
RAZOR BLADE OF GLASS,Before & After,,
FRESHLY PICKED CORN ON THE COB,Thing,,
LOOK MA NO HANDS,Phrase,,
EXPERT ADVICE,Thing,,
ICE CUBE,Thing,,
MOVING EFFORTLESSLY,Phrase,,
THE GOODYEAR BLIMP,Thing,,
ACADEMY AWARD WINNER HOLLY HUNTER,Person,,
BREAD,Thing,,
JAZZ LEGEND MILES DAVIS,Person,,
BOY SCOUTS OF AMERICA,People,,
JIG COFFEE BLARNEY STONE,Where Are We? ,,
STOP THE SHOW,Phrase,,
SHAKE THINGS UP,Phrase,,
COUNTRY MUSIC RADIO STATION,Thing,,
THE FLORIDA EVERGLADES,Place,,
NO HARM DONE,Phrase,,
NO GUTS NO GLORY,Phrase,,
BEAU BRIDGES,Person,,
FOR SALE BY OWNER,Phrase,,
ANGELA BASSETT AS TINA TURNER,Star & Role,,
VEIL OF MYSTERY,Phrase,,
PARASAIL,Thing,,
RAY A DROP OF GOLDEN SUN,Quotation,,
BLUES SINGER BILLIE HOLIDAY,Person,,
HUMOR,Thing,,
NOTHING TO BE CONCERNED ABOUT,Phrase,,
SHIP AHOY,Phrase,,
HEAVEN,Place,,
SWALLOW YOUR PRIDE AND PREJUDICE,Before & After,,
SUNSET BOULEVARD,Place,,
PRAIRIE SCHOONER,Thing,,
HE HAD ME IN STITCHES,Phrase,,
DEEJAY,Slang ,,
WHEN YOU WISH UPON A STAR,Title,,
WELL EXCUSE ME,Phrase,,
ELBOWROOM,Thing,,
 COOKIES,Things,,
NOW PLAYING IN THEATERS EVERYWHERE , Phrase,,
 PLASTIC SURGEON GENERAL,Before & After ,,
 HOLY MACKEREL, Slang,,
 IN THE NAME OF THE FATHER, Title,,
 CHICKEN A LA KING, Thing,,
 LIGHT BULB, Thing,,
WIN BY A NOSE OUT OF JOINT,Before & After,,
ON THE CUTTING EDGE,Phrase,,
HOT DOG,Thing,,
ROMANTIC INCLINATIONS,Things,,
FINAL EXAM,Thing,,
BANANA SPLIT PEA SOUP,Before & After,,
JUST IN THE NICK OF TIME CAPSULE,Before & After,,
PUBLIC SPEAKER,Person,,
ON YOUR MARK GET SET GO,Phrase ,,
WATER WATER EVERYWHERE,Quotation,,
COMEDIAN PAULA POUNDSTONE,Person,,
I COULD WRITE A BOOK,Phrase,,
VARSITY SPORTS,Things,,
GROUPIES,People,,
NOW THAT YOU MENTION IT,Phrase,,
MARRIED WITH CHILDREN,Title,,
MASHED POTATOES,Things,,
OSCAR WINNER TOM HANKS,Person,,
HARD AS A ROCK AROUND THE CLOCK,Before & After,,
IN A DITHER,Slang,,
TRAFFIC,Thing,,
ENGLISH ACTRESS EMMA THOMPSON ,Person,,
GETTING THE SHORT END OF THE STICK,Phrase,,
I NEED TO UNWIND,Phrase,,
BLACKJACK TABLE,Thing,,
TODAY,Thing,,
ON THE WINGS OF LOVE,Title,,
PETER PAUL AND MARY HAD A LITTLE LAMB,Before & After,,
JUST LIKE OLD TIMES,Phrase,,
SPARKLERS,Things,,
GRAPEVINE,Thing,,
TAKE A DEEP BREATH MINT,Before & After,,
HOW DOES THAT GRAB YOU,Slang,,
BRIDEGROOM,Person,,
TIMING IS EVERYTHING IN LIFE,Phrase,,
BANK ROBBERY,Event,,
CLIMATE,Things,,
LET ME VOICE MY OPINION,Phrase,,
COACHELLA VALLEY GOLF COURSES SONNY BONO,Where Are We?,,
SALLY FIELD OF DREAMS,Before & After,,
TO THE NAKED EYE DOCTOR, Before & After,,
DR QUINN MEDICINE WOMAN, Title,,
TRADE WINDS, Things,,
 MEMO, Thing,,
BOY AM I BUSHED,Slang,,
THE COURSE OF TRUE LOVE NEVER DID RUN SMOOTH,Quotation,,
UPBEAT ATTITUDE,Thing,,
PERFUME,Thing,,
TURN UP THE VOLUME,Phrase,,
JUMPING THROUGH HOOPS,Phrase,,
LIGHTS OUT,Phrase,,
PAINTED DESERT HOPI INDIANS TEMPE,Where Are We?,,
ALPHABETICAL ORDER IN THE COURT,Before & After,,
NOW I LAY ME DOWN TO SLEEP,Quotation,,
HAVANA,Place,,
TALK YOUR EAR OFF AND RUNNING,Before & After,,
TOMMY LEE JONES,Person,,
CALL NINE ONE ONE,Phrase,,
MAKE AMENDS,Phrase,,
GYMNASIUM,Place,,
STEP ON THE GAS PAIN,Before & After,,
FORMER FBI DIRECTOR J EDGAR HOOVER,Person,,
BLOWING IT OUT OF PROPORTION,Phrase,,
MUSEUM,Place,,
JOHN MALKOVICH,Person,,
HARDWARE,Thing,,
HEY HOLD YOUR HORSES,Slang,,
THE CAT THAT SWALLOWED THE CANARY,Phrase,,
GETAWAY CAR,Thing,,
MAGIC ACT,Thing,,
ROLLER BLADES,Things,,
FLEX YOUR MUSCLES,Phrase,,
NO TRESPASSING SIGN ON THE DOTTED LINE,Before & After,,
OVERDUE LIBRARY BOOK,Thing,,
DO NOT DISTURB,Phrase,,
SAXOPHONE PLAYER,Person,,
HUNK,Person,,
EDDIE MURPHY,Person,,
TIDBIT,Thing,,
LOCKING YOUR KEYS IN YOUR CAR,Event,,
HIGH SCHOOL YEARBOOK,Thing,,
FIGHT FIRE WITH FIRE,Phrase,,
THE LION KING,Title,,
ON THE SPUR OF THE MOMENT,Phrase,,
BRACES,Things,,
WORLD CUP CHAMPIONS BRAZIL,People,,
ROOTING FOR THE UNDERDOG,Phrase,,
RIBBON,Thing,,
DINNER WILL BE READY IN JUST A MINUTE,Phrase,,
JAMES MADISON WISCONSIN,Before & After,,
MEG RYAN,Person,,
PURE SCHMULTZ,Slang,,
AGATHA CHRISTIE BRINKLEY,Before & After,,
BAKERY,Place,,
NOW I’VE SEEN EVERYTHING,Phrase,,
EXTEMPORIZE,Megaword,,
WHOOPI GOLDBERG,Person,,
CROWD,People,,
INFINITE POSSIBILITIES,Things,,
OFF AND RUNNING ON EMPTY,Before & After,,
BUSY AS A BEE,Phrase,,
FED UP,Slang,,
BEST SEAT IN THE HOUSE,Place,,
DUNGEON,Place,,
TOM HANKS AS FORREST GUMP,Star & Role,,
HO CHI MINH TRAIL MIX,Before & After,,
MOVING TO GREENER PASTURES,Phrase,,
DATE OF BIRTH,Thing,,
TRICKLE DOWN THE HATCH,Before & After,,
SUBJECT TO CHANGE WITHOUT NOTICE,Phrase,,
FAUCET,Thing,,
BLT ON WHOLE WHEAT,Thing,,
WOE IS ME,Phrase,,
CLEAR AND PRESENT DANGER BY TOM CLANCY,Title/Author,,
TICKED OFF THE BEATEN PATH,Before & After,,
NURSED BACK TO HEALTH,Phrase,,
THE MASK,Title,,
IF I KNEW THEN WHAT I KNOW NOW,Phrase,,
VIDEO DISPLAY TERMINAL,Thing,,
SPAGHETTI WESTERN SADDLE,Before & After,,
CHURCH,Place,,
EYEWITNESS ACCOUNTS,Things,,
LIFETIME ACHIEVEMENT AWARD,Thing,,
YOU MISSED THE POINT,Phrase,,
PHOOEY,Slang,,
FALL FOLIAGE,Thing,,
TIARA,Thing,,
BURGER KING KONG,Before & After,,
JOSHUA TREE NATIONAL MONUMENT,Place,,
COMMENDATION,Megaword,,
NEVER IN A MILLION YEARS,Phrase,,
CALENDAR OF EVENTS,Thing,,
FLEA,Thing,,
CATERING TO YOUR EVERY WHIM,Phrase,,
KIMONO,Thing,,
NEWS ANCHOR DIANE SAWYER,Person,,
HAVING A CHECKERED PAST,Phrase,,
CRANK UP THE MUSIC,Slang,,
AIRWAVES,Things,,
ROCKY MOUNTAIN HIGH HEELS,Before & After,,
DARNING SOCKS,Event,,
HYPOTHESIS,Megaword,,
ALI BABA,Fictional Character,,
SMACK YOUR LIPS,Phrase,,
CHRYSANTHEMUM,Megaword,,
SHORT DRIVE TO WORK,Event,,
VISIONARY,Person,,
IF LOOKS COULD KILL,Phrase,,
ORIENT EXPRESS YOURSELF,Before & After,,
STARING UP AT THE CEILING,Phrase,,
BUCKET,Thing,,
LABYRINTH,Megaword,,
ERIC CLAPTON ROD STEWART JETHRO TULL,The Seventies,,
PARTYGOERS,People,,
MAYOR,Occupation,,
MAKING A BIG SPLASH,Phrase,,
HOME IMPROVEMENT STAR TIM ALLEN,Person,,
CHICKEN FRIED STEAK,Thing,,
AWARD,Thing,,
PUT OUT THE WELCOME MAT,Phrase,,
EATING HUMBLE PIE A LA MODE,Before & After,,
GIGGLE,Thing,,
THE WHOLE WORLD AT YOUR FINGERTIPS,Phrase,,
CUT ME SOME SLACK,Slang,,
THE ALAMO,Landmark,,
HANGING ON MY EVERY WORD,Phrase,,
RESPECT YOUR ELDERS,Phrase,,
LAS VEGAS SHOWGIRLS,People,,
